vehicle_id,category,brand,model_year,base_daily_rate,start_date,end_date,rental_length_days,day_of_week,month,city,avg_temp,rain,wind,avg_competitor_price,demand_index,final_daily_price
VEH-3698,Van,Toyota,2023,234,2023-08-18,2023-08-30,12,4,8,Tabuk,34.78,7.59,20.71,240.62,0.176,282.7
VEH-3699,Sedan,Kia,2015,102,2023-04-24,2023-04-28,4,0,4,Tabuk,31.35,6.5,10.0,134.64,0.149,139.97
VEH-3700,SUV,Mercedes,2017,222,2023-09-22,2023-10-01,9,4,9,Jeddah,39.9,6.09,13.55,234.24,0.354,275.06
VEH-3701,Van,Nissan,2020,275,2023-07-19,2023-07-24,5,2,7,Riyadh,35.49,3.81,9.7,284.07,0.719,370.2
VEH-3702,Luxury,Hyundai,2017,585,2023-07-24,2023-07-30,6,0,7,Tabuk,45.28,2.56,32.44,636.2,0.282,659.94
VEH-3703,SUV,Hyundai,2017,240,2023-02-21,2023-03-05,12,1,2,Makkah,25.0,2.74,14.93,253.88,0.24,301.47
VEH-3704,Sedan,Nissan,2018,117,2023-04-06,2023-04-07,1,3,4,Makkah,42.72,9.88,16.68,102.32,0.259,134.43
VEH-3705,Economy,Ford,2015,83,2023-02-03,2023-02-11,8,4,2,Jeddah,24.83,5.05,19.17,96.12,0.029,117.72
VEH-3706,Luxury,Toyota,2017,580,2023-07-13,2023-07-17,4,3,7,Makkah,33.78,2.75,17.55,601.68,0.523,643.34
VEH-3707,Economy,Kia,2022,74,2023-04-12,2023-04-19,7,2,4,Riyadh,31.76,2.19,17.82,55.54,0.432,86.74
VEH-3708,SUV,Toyota,2019,203,2023-06-26,2023-07-05,9,0,6,Madinah,28.62,4.12,13.16,187.77,0.342,235.57
VEH-3709,Luxury,Hyundai,2019,596,2023-11-09,2023-11-18,9,3,11,Jeddah,23.88,3.68,20.58,606.17,0.306,629.31
VEH-3710,Luxury,Ford,2016,535,2023-08-09,2023-08-13,4,2,8,Dammam,31.87,6.44,18.32,540.34,0.118,562.1
VEH-3711,Luxury,Kia,2018,533,2023-07-13,2023-07-20,7,3,7,Madinah,29.27,1.17,21.6,517.22,0.349,569.39
VEH-3712,SUV,BMW,2023,167,2023-06-29,2023-07-07,8,3,6,Makkah,28.35,1.71,13.62,185.42,0.468,210.78
VEH-3713,Economy,Toyota,2015,96,2023-04-02,2023-04-07,5,6,4,Khobar,27.84,3.09,18.11,95.64,0.632,170.58
VEH-3714,Sedan,Mercedes,2020,127,2023-12-24,2023-12-30,6,6,12,Riyadh,34.58,9.42,8.87,104.11,0.208,149.14
VEH-3715,Luxury,Mercedes,2022,306,2023-12-14,2023-12-26,12,3,12,Tabuk,36.29,6.02,18.63,301.04,0.255,358.12
VEH-3716,Luxury,BMW,2019,351,2023-04-06,2023-04-11,5,3,4,Khobar,39.85,4.24,29.74,351.48,0.012,378.38
VEH-3717,Van,Ford,2019,182,2023-11-17,2023-11-22,5,4,11,Madinah,30.66,1.44,26.4,218.47,0.07,241.63
VEH-3718,SUV,Nissan,2022,163,2023-11-10,2023-11-15,5,4,11,Riyadh,28.03,0.34,15.25,143.03,0.184,160.86
VEH-3719,Van,Hyundai,2022,271,2023-04-19,2023-04-27,8,2,4,Tabuk,30.44,2.74,16.83,244.15,0.353,287.0
VEH-3720,SUV,Kia,2016,223,2023-04-25,2023-04-29,4,1,4,Jeddah,35.63,7.84,19.65,224.29,0.762,272.07
VEH-3721,Luxury,Toyota,2020,582,2023-09-20,2023-09-26,6,2,9,Dammam,31.3,1.21,21.93,600.68,0.301,632.07
VEH-3722,Luxury,Mercedes,2015,369,2023-11-05,2023-11-15,10,6,11,Tabuk,38.99,1.04,7.15,358.51,0.114,396.85
VEH-3723,Luxury,Nissan,2015,417,2023-11-17,2023-11-30,13,4,11,Riyadh,32.71,5.8,19.91,414.55,0.184,447.77
VEH-3724,Van,Nissan,2019,269,2023-09-14,2023-09-17,3,3,9,Riyadh,42.67,4.94,31.08,259.32,0.443,312.12
VEH-3725,Luxury,Ford,2018,304,2023-04-19,2023-05-02,13,2,4,Makkah,35.41,0.95,19.55,288.08,0.187,345.31
VEH-3726,Luxury,Ford,2022,568,2023-02-03,2023-02-13,10,4,2,Madinah,25.65,4.83,25.37,581.77,0.103,604.15
VEH-3727,Van,BMW,2019,235,2023-06-20,2023-06-22,2,1,6,Khobar,35.85,3.97,18.47,241.54,0.202,252.22
VEH-3728,SUV,Mercedes,2015,238,2023-11-29,2023-12-02,3,2,11,Madinah,33.95,4.19,11.52,237.37,0.075,235.57
VEH-3729,SUV,Kia,2019,209,2023-01-22,2023-01-28,6,6,1,Tabuk,31.72,4.66,25.02,211.33,0.057,253.38
VEH-3730,Economy,Ford,2017,110,2023-01-27,2023-02-06,10,4,1,Madinah,38.87,0.85,22.78,153.88,0.331,186.72
VEH-3731,Sedan,Mercedes,2017,147,2023-06-24,2023-07-07,13,5,6,Makkah,43.3,4.77,16.18,143.76,0.101,202.95
VEH-3732,Sedan,BMW,2022,127,2023-02-02,2023-02-10,8,3,2,Dammam,30.37,1.98,18.12,123.22,0.262,145.35
VEH-3733,Economy,Toyota,2019,71,2023-03-22,2023-03-25,3,2,3,Tabuk,38.84,1.87,13.37,72.47,0.176,114.81
VEH-3734,Van,Mercedes,2018,190,2023-07-18,2023-07-19,1,1,7,Riyadh,22.64,3.14,19.27,182.57,0.665,245.98
VEH-3735,Economy,Hyundai,2019,88,2023-01-04,2023-01-09,5,2,1,Madinah,25.6,5.07,20.67,78.04,0.111,117.79
VEH-3736,Luxury,Toyota,2018,521,2023-10-18,2023-10-30,12,2,10,Tabuk,41.02,0.6,22.04,526.0,0.455,570.91
VEH-3737,Economy,Mercedes,2021,108,2023-03-11,2023-03-18,7,5,3,Madinah,30.09,0.78,12.82,101.27,0.364,110.79
VEH-3738,SUV,Kia,2022,247,2023-12-08,2023-12-12,4,4,12,Dammam,29.34,11.13,28.2,272.33,0.413,285.32
VEH-3739,SUV,Kia,2020,175,2023-05-07,2023-05-17,10,6,5,Khobar,26.75,7.58,29.07,140.92,0.252,190.06
VEH-3740,Luxury,BMW,2015,422,2023-01-23,2023-02-03,11,0,1,Makkah,44.51,1.46,18.61,416.0,0.45,461.34
VEH-3741,Sedan,BMW,2017,149,2023-01-20,2023-01-26,6,4,1,Madinah,17.72,3.93,19.43,173.85,0.354,179.19
VEH-3742,SUV,BMW,2018,230,2023-03-03,2023-03-13,10,4,3,Jeddah,27.2,0.82,16.84,205.93,0.333,256.6
VEH-3743,SUV,Nissan,2016,189,2023-06-25,2023-06-28,3,6,6,Madinah,36.62,1.94,19.17,175.07,0.331,211.51
VEH-3744,Van,Hyundai,2018,253,2023-03-22,2023-03-29,7,2,3,Dammam,39.83,0.73,8.93,264.54,0.482,322.83
VEH-3745,Economy,Nissan,2015,99,2023-12-08,2023-12-09,1,4,12,Tabuk,38.66,5.06,6.82,114.26,0.148,120.71
VEH-3746,Sedan,BMW,2015,137,2023-06-01,2023-06-14,13,3,6,Dammam,40.75,3.24,13.71,131.13,0.141,145.88
VEH-3747,Sedan,BMW,2020,113,2023-06-19,2023-06-25,6,0,6,Khobar,19.3,3.14,28.92,113.08,0.306,122.83
VEH-3748,Sedan,Toyota,2023,126,2023-11-29,2023-12-12,13,2,11,Riyadh,29.17,0.98,18.54,131.93,0.291,168.67
VEH-3749,Luxury,Toyota,2021,512,2023-10-23,2023-11-05,13,0,10,Tabuk,45.5,6.99,24.63,487.82,0.182,522.98
VEH-3750,Van,Hyundai,2023,277,2023-11-03,2023-11-16,13,4,11,Dammam,43.76,0.86,13.73,273.59,0.117,323.24
VEH-3751,Economy,Hyundai,2015,112,2023-12-12,2023-12-16,4,1,12,Madinah,31.59,0.42,20.83,109.76,0.023,116.75
VEH-3752,SUV,BMW,2015,202,2023-11-13,2023-11-22,9,0,11,Dammam,23.76,6.55,16.93,182.39,0.342,256.92
VEH-3753,Luxury,Toyota,2023,360,2023-10-18,2023-10-23,5,2,10,Jeddah,39.74,1.18,16.58,373.96,0.176,372.94
VEH-3754,Luxury,Mercedes,2022,338,2023-03-20,2023-03-21,1,0,3,Khobar,41.21,2.51,9.68,346.81,0.636,383.06
VEH-3755,Economy,BMW,2018,75,2023-04-28,2023-05-11,13,4,4,Khobar,44.19,0.98,14.35,110.37,0.281,159.28
VEH-3756,Van,Nissan,2017,206,2023-05-13,2023-05-24,11,5,5,Madinah,26.08,1.7,19.24,223.15,0.376,280.4
VEH-3757,Economy,BMW,2019,111,2023-10-24,2023-10-25,1,1,10,Tabuk,27.76,5.96,15.72,101.58,0.206,110.82
VEH-3758,Luxury,Toyota,2019,416,2023-04-16,2023-04-28,12,6,4,Tabuk,28.48,1.22,20.45,402.36,0.404,451.65
VEH-3759,Van,Ford,2019,270,2023-07-12,2023-07-16,4,2,7,Riyadh,37.47,6.41,22.25,279.31,0.592,314.65
VEH-3760,Van,Ford,2023,276,2023-01-18,2023-01-26,8,2,1,Riyadh,26.91,2.94,9.53,258.4,0.639,318.32
VEH-3761,Luxury,Mercedes,2018,395,2023-02-06,2023-02-16,10,0,2,Khobar,30.44,2.96,13.83,401.59,0.086,407.4
VEH-3762,Economy,Mercedes,2022,79,2023-02-17,2023-02-25,8,4,2,Jeddah,47.55,0.89,9.99,62.77,0.25,101.19
VEH-3763,Luxury,Kia,2018,481,2023-09-29,2023-10-06,7,4,9,Khobar,32.82,0.92,11.5,497.96,0.34,544.54
VEH-3764,SUV,BMW,2019,232,2023-10-23,2023-11-04,12,0,10,Jeddah,36.22,8.76,25.33,207.26,0.617,264.42
VEH-3765,Economy,Kia,2017,108,2023-12-13,2023-12-23,10,2,12,Makkah,30.73,2.25,21.86,118.16,0.144,174.62
VEH-3766,Sedan,Mercedes,2020,144,2023-04-22,2023-04-24,2,5,4,Makkah,28.04,1.47,26.01,163.81,0.288,186.23
VEH-3767,Luxury,Ford,2023,488,2023-10-24,2023-11-01,8,1,10,Riyadh,32.6,1.87,21.46,502.11,0.546,554.43
VEH-3768,Luxury,Nissan,2021,485,2023-12-19,2023-12-27,8,1,12,Dammam,25.63,1.29,24.82,448.05,0.236,495.47
VEH-3769,Sedan,Ford,2022,117,2023-05-27,2023-06-02,6,5,5,Dammam,26.28,0.46,8.66,118.1,0.153,142.6
VEH-3770,SUV,Kia,2016,188,2023-11-15,2023-11-22,7,2,11,Makkah,29.81,0.24,21.6,169.15,0.397,228.69
VEH-3771,SUV,Ford,2019,191,2023-08-18,2023-08-21,3,4,8,Khobar,32.44,1.55,28.15,185.81,0.262,236.58
VEH-3772,SUV,Hyundai,2023,228,2023-07-14,2023-07-24,10,4,7,Khobar,33.8,2.78,15.05,243.26,0.457,301.7
VEH-3773,SUV,Hyundai,2022,249,2023-02-13,2023-02-14,1,0,2,Dammam,38.87,4.02,24.63,255.4,0.345,281.28
VEH-3774,SUV,Nissan,2019,215,2023-04-17,2023-04-28,11,0,4,Tabuk,21.68,3.48,10.51,219.44,0.041,247.13
VEH-3775,Luxury,Nissan,2017,512,2023-05-15,2023-05-24,9,0,5,Makkah,29.4,7.57,14.86,514.82,0.596,593.66
VEH-3776,SUV,Mercedes,2015,202,2023-12-23,2023-12-26,3,5,12,Khobar,27.08,5.25,24.17,218.39,0.448,241.19
VEH-3777,Sedan,Kia,2019,126,2023-08-07,2023-08-18,11,0,8,Makkah,34.74,1.07,12.78,150.31,0.55,201.73
VEH-3778,Economy,Mercedes,2016,95,2023-09-30,2023-10-03,3,5,9,Madinah,33.23,7.11,28.17,100.1,0.111,104.63
VEH-3779,Luxury,Hyundai,2019,575,2023-12-14,2023-12-27,13,3,12,Makkah,34.81,4.1,12.88,566.39,0.139,582.75
VEH-3780,Van,Mercedes,2015,189,2023-11-01,2023-11-02,1,2,11,Jeddah,35.98,0.4,10.82,215.91,0.091,226.51
VEH-3781,Sedan,Toyota,2020,139,2023-06-21,2023-06-27,6,2,6,Tabuk,28.94,3.43,22.41,146.27,0.261,167.81
VEH-3782,Economy,Nissan,2016,103,2023-06-07,2023-06-18,11,2,6,Riyadh,37.73,3.14,18.48,110.55,0.619,210.85
VEH-3783,Economy,Kia,2023,87,2023-01-01,2023-01-10,9,6,1,Dammam,25.09,4.95,15.85,85.02,0.079,96.22
VEH-3784,SUV,Nissan,2019,193,2023-02-12,2023-02-25,13,6,2,Makkah,34.94,0.73,19.74,225.33,0.396,259.97
VEH-3785,SUV,Kia,2022,210,2023-10-22,2023-10-27,5,6,10,Madinah,35.29,0.09,15.66,223.1,0.232,245.9
VEH-3786,Sedan,BMW,2020,115,2023-01-12,2023-01-16,4,3,1,Makkah,46.9,2.8,9.94,102.46,0.216,118.16
VEH-3787,Luxury,Ford,2019,579,2023-05-08,2023-05-12,4,0,5,Riyadh,36.64,3.04,18.19,546.04,0.404,578.72
VEH-3788,SUV,Ford,2019,231,2023-09-05,2023-09-10,5,1,9,Madinah,48.02,5.26,16.33,231.89,0.181,280.93
VEH-3789,Van,Mercedes,2023,264,2023-02-26,2023-03-09,11,6,2,Makkah,27.88,4.19,21.85,279.44,0.319,309.58
VEH-3790,Luxury,Mercedes,2016,590,2023-10-30,2023-11-05,6,0,10,Makkah,42.06,6.56,21.79,632.68,0.301,663.79
VEH-3791,Economy,Mercedes,2019,71,2023-07-29,2023-08-10,12,5,7,Makkah,37.91,5.64,9.64,45.14,0.19,92.7
VEH-3792,SUV,Kia,2023,239,2023-06-11,2023-06-18,7,6,6,Madinah,26.44,0.45,15.43,257.12,0.453,332.52
VEH-3793,Van,Ford,2020,234,2023-10-11,2023-10-18,7,2,10,Khobar,35.55,0.8,34.21,213.59,0.451,235.22
VEH-3794,SUV,Kia,2018,231,2023-11-21,2023-12-04,13,1,11,Riyadh,42.2,0.14,20.45,190.06,0.276,238.3
VEH-3795,Luxury,Kia,2021,506,2023-04-16,2023-04-26,10,6,4,Riyadh,33.47,6.8,18.84,493.81,0.293,555.27
VEH-3796,Luxury,Hyundai,2018,442,2023-01-01,2023-01-14,13,6,1,Tabuk,39.3,0.71,16.68,432.75,0.392,482.52
VEH-3797,Sedan,Toyota,2016,139,2023-12-17,2023-12-25,8,6,12,Tabuk,38.39,7.13,16.14,118.5,0.263,159.89
VEH-3798,Sedan,Toyota,2020,127,2023-08-02,2023-08-04,2,2,8,Khobar,22.57,3.7,28.78,100.69,0.234,145.3
VEH-3799,Luxury,Kia,2017,459,2023-09-22,2023-09-23,1,4,9,Riyadh,28.12,6.6,22.44,479.12,0.515,516.16
VEH-3800,SUV,Toyota,2015,226,2023-03-05,2023-03-18,13,6,3,Tabuk,26.45,2.76,6.37,217.52,0.071,253.21
VEH-3801,Economy,Mercedes,2022,74,2023-07-23,2023-07-30,7,6,7,Khobar,33.32,0.93,18.45,51.5,0.297,94.54
VEH-3802,Van,Kia,2017,230,2023-08-08,2023-08-10,2,1,8,Makkah,25.23,1.38,19.85,233.82,0.159,256.3
VEH-3803,Van,Toyota,2018,266,2023-04-07,2023-04-11,4,4,4,Riyadh,16.23,7.81,10.13,231.49,0.255,255.71
VEH-3804,Sedan,Ford,2016,121,2023-06-13,2023-06-23,10,1,6,Khobar,29.09,1.47,23.75,142.91,0.456,220.72
VEH-3805,Van,Mercedes,2015,221,2023-04-27,2023-05-10,13,3,4,Khobar,41.67,3.1,13.43,212.73,0.524,249.86
VEH-3806,Luxury,Hyundai,2015,582,2023-10-23,2023-10-24,1,0,10,Riyadh,37.44,9.61,20.92,617.19,0.208,621.11
VEH-3807,Sedan,Kia,2023,117,2023-08-25,2023-09-02,8,4,8,Khobar,30.13,3.89,3.83,132.43,0.148,138.98
VEH-3808,Economy,Hyundai,2019,77,2023-05-29,2023-06-09,11,0,5,Jeddah,26.71,0.5,15.82,45.15,0.241,84.73
VEH-3809,Luxury,BMW,2016,418,2023-01-12,2023-01-18,6,3,1,Dammam,36.84,0.04,7.67,415.83,0.177,444.26
VEH-3810,Sedan,Toyota,2020,140,2023-10-11,2023-10-22,11,2,10,Riyadh,24.92,2.99,9.93,121.76,0.414,156.0
VEH-3811,SUV,Toyota,2019,248,2023-08-19,2023-08-25,6,5,8,Makkah,36.73,1.24,16.99,270.42,0.129,281.75
VEH-3812,Luxury,Mercedes,2023,554,2023-10-29,2023-11-05,7,6,10,Dammam,37.69,2.25,17.25,549.41,0.313,587.9
VEH-3813,Sedan,BMW,2019,116,2023-04-15,2023-04-22,7,5,4,Riyadh,49.72,3.57,13.02,101.48,0.058,142.65
VEH-3814,Economy,Mercedes,2017,117,2023-05-18,2023-05-25,7,3,5,Khobar,35.19,2.71,6.42,124.17,0.104,151.62
VEH-3815,Sedan,Hyundai,2015,104,2023-05-01,2023-05-12,11,0,5,Jeddah,43.31,9.49,17.79,91.42,0.563,173.96
VEH-3816,Luxury,Nissan,2022,492,2023-01-25,2023-02-04,10,2,1,Tabuk,30.5,0.0,23.35,443.18,0.171,500.18
VEH-3817,SUV,Mercedes,2021,191,2023-08-29,2023-09-01,3,1,8,Riyadh,40.67,5.21,11.13,145.48,0.142,174.52
VEH-3818,Van,Hyundai,2021,221,2023-05-26,2023-05-28,2,4,5,Riyadh,36.34,2.15,37.09,217.34,0.237,255.84
VEH-3819,SUV,Kia,2016,214,2023-05-11,2023-05-18,7,3,5,Riyadh,27.01,1.31,17.17,210.47,0.675,242.05
VEH-3820,Economy,Hyundai,2015,99,2023-08-21,2023-09-01,11,0,8,Jeddah,39.82,5.7,8.71,116.06,0.341,134.52
VEH-3821,SUV,Hyundai,2022,229,2023-12-27,2024-01-02,6,2,12,Khobar,32.27,7.21,1.34,230.67,0.549,279.12
VEH-3822,Van,Nissan,2016,225,2023-06-04,2023-06-14,10,6,6,Jeddah,28.45,0.01,23.14,239.49,0.061,249.73
VEH-3823,Sedan,Ford,2016,134,2023-12-25,2023-12-27,2,0,12,Madinah,37.85,6.37,21.55,138.12,0.185,154.37
VEH-3824,Sedan,Hyundai,2016,117,2023-04-18,2023-04-21,3,1,4,Riyadh,37.74,3.31,20.3,142.61,0.258,157.18
VEH-3825,Luxury,Hyundai,2019,357,2023-08-17,2023-08-23,6,3,8,Khobar,29.22,6.05,14.62,345.93,0.521,418.14
VEH-3826,Sedan,Mercedes,2019,122,2023-02-15,2023-02-18,3,2,2,Dammam,37.76,0.68,15.45,114.77,0.439,166.43
VEH-3827,Sedan,BMW,2017,105,2023-08-11,2023-08-15,4,4,8,Makkah,24.97,4.88,21.14,143.55,0.264,172.26
VEH-3828,Sedan,Hyundai,2015,106,2023-01-12,2023-01-18,6,3,1,Khobar,39.55,6.23,15.3,44.59,0.319,132.71
VEH-3829,SUV,BMW,2020,222,2023-10-03,2023-10-16,13,1,10,Jeddah,36.18,1.92,17.17,249.25,0.187,271.05
VEH-3830,Sedan,BMW,2015,149,2023-01-28,2023-02-02,5,5,1,Riyadh,35.78,0.23,19.66,119.32,0.33,172.72
VEH-3831,SUV,Kia,2017,211,2023-10-13,2023-10-19,6,4,10,Tabuk,41.41,7.37,15.77,198.19,0.151,221.32
VEH-3832,SUV,Kia,2015,235,2023-03-06,2023-03-13,7,0,3,Makkah,34.22,4.55,24.99,236.56,0.16,262.41
VEH-3833,Economy,Mercedes,2023,101,2023-07-20,2023-08-01,12,3,7,Makkah,45.91,2.74,11.09,104.49,0.459,190.24
VEH-3834,Van,BMW,2016,191,2023-09-23,2023-10-01,8,5,9,Madinah,24.94,6.37,24.5,169.22,0.294,229.07
VEH-3835,Luxury,Nissan,2019,554,2023-05-11,2023-05-23,12,3,5,Jeddah,37.35,1.88,12.55,572.05,0.355,622.89
VEH-3836,Sedan,BMW,2015,114,2023-08-30,2023-09-05,6,2,8,Khobar,27.19,4.27,18.09,88.47,0.329,152.63
VEH-3837,Van,BMW,2017,262,2023-10-28,2023-11-02,5,5,10,Dammam,39.85,3.08,26.95,269.97,0.306,310.19
VEH-3838,Economy,Hyundai,2020,84,2023-08-20,2023-08-28,8,6,8,Madinah,38.79,2.74,14.93,24.63,0.163,67.2
VEH-3839,SUV,Kia,2022,245,2023-05-15,2023-05-21,6,0,5,Khobar,17.08,0.86,13.53,193.52,0.337,230.19
VEH-3840,Luxury,Nissan,2021,493,2023-10-11,2023-10-23,12,2,10,Jeddah,35.47,6.98,20.25,501.72,0.352,550.18
VEH-3841,SUV,Mercedes,2015,156,2023-06-19,2023-06-23,4,0,6,Tabuk,35.91,3.39,13.81,202.39,0.112,208.03
VEH-3842,Luxury,Ford,2018,597,2023-10-18,2023-10-27,9,2,10,Riyadh,40.48,1.1,12.85,596.16,0.297,630.71
VEH-3843,Economy,Mercedes,2017,115,2023-11-08,2023-11-12,4,2,11,Tabuk,36.13,6.88,23.44,84.16,0.576,129.4
VEH-3844,Sedan,Kia,2016,115,2023-07-16,2023-07-27,11,6,7,Khobar,19.28,4.98,6.82,71.53,0.07,125.5
VEH-3845,Luxury,Mercedes,2019,537,2023-12-11,2023-12-13,2,0,12,Tabuk,25.48,6.53,22.03,519.35,0.374,581.7
VEH-3846,SUV,Toyota,2020,202,2023-04-25,2023-05-07,12,1,4,Madinah,34.13,1.35,18.57,214.6,0.139,229.1
VEH-3847,Van,Nissan,2022,211,2023-10-22,2023-10-27,5,6,10,Riyadh,23.45,3.34,5.43,226.63,0.647,252.62
VEH-3848,SUV,Mercedes,2017,231,2023-08-05,2023-08-17,12,5,8,Madinah,42.67,1.27,21.33,260.92,0.442,327.53
VEH-3849,SUV,Toyota,2023,165,2023-01-18,2023-01-27,9,2,1,Khobar,42.86,4.34,19.75,172.02,0.485,246.75
VEH-3850,Sedan,Ford,2016,126,2023-06-02,2023-06-06,4,4,6,Madinah,37.62,2.12,14.85,107.94,0.147,142.3
VEH-3851,Sedan,Mercedes,2020,138,2023-12-08,2023-12-11,3,4,12,Jeddah,31.28,7.3,21.71,140.47,0.124,173.08
VEH-3852,Economy,Mercedes,2019,97,2023-04-04,2023-04-11,7,1,4,Madinah,42.72,3.59,11.6,95.71,0.041,123.63
VEH-3853,Luxury,Kia,2015,584,2023-08-24,2023-08-31,7,3,8,Dammam,39.32,3.19,14.5,579.99,0.188,599.64
VEH-3854,SUV,BMW,2018,209,2023-06-10,2023-06-16,6,5,6,Khobar,42.56,2.34,14.66,211.31,0.122,246.88
VEH-3855,Economy,Ford,2020,92,2023-05-07,2023-05-18,11,6,5,Khobar,24.94,3.91,20.09,59.79,0.437,129.49
VEH-3856,Luxury,Nissan,2021,466,2023-02-17,2023-02-18,1,4,2,Madinah,33.73,2.94,8.86,457.61,0.109,475.73
VEH-3857,Sedan,Nissan,2021,115,2023-04-03,2023-04-09,6,0,4,Dammam,31.71,6.28,21.39,120.71,0.139,137.38
VEH-3858,Van,Toyota,2015,217,2023-07-24,2023-07-28,4,0,7,Jeddah,35.45,1.26,17.43,237.96,0.324,287.28
VEH-3859,Economy,Mercedes,2018,80,2023-09-26,2023-09-29,3,1,9,Tabuk,35.84,6.77,10.82,88.67,0.423,106.69
VEH-3860,SUV,Nissan,2022,227,2023-08-13,2023-08-22,9,6,8,Khobar,33.47,5.14,30.75,255.51,0.265,267.41
VEH-3861,Economy,Nissan,2022,75,2023-03-17,2023-03-21,4,4,3,Dammam,36.32,0.58,15.41,58.87,0.316,93.48
VEH-3862,SUV,Ford,2023,222,2023-05-28,2023-06-09,12,6,5,Khobar,35.0,11.59,34.98,205.31,0.549,303.23
VEH-3863,Van,BMW,2016,194,2023-03-05,2023-03-17,12,6,3,Tabuk,39.14,6.91,26.33,205.04,0.272,241.72
VEH-3864,Luxury,Hyundai,2017,504,2023-03-31,2023-04-06,6,4,3,Dammam,35.41,4.91,18.83,479.9,0.385,509.59
VEH-3865,Luxury,Hyundai,2020,383,2023-12-06,2023-12-12,6,2,12,Khobar,27.14,3.56,15.96,365.62,0.283,404.0
VEH-3866,SUV,Nissan,2019,245,2023-01-07,2023-01-12,5,5,1,Khobar,33.94,3.18,23.5,206.79,0.238,231.75
VEH-3867,SUV,Ford,2017,155,2023-05-22,2023-05-26,4,0,5,Makkah,53.88,1.67,25.3,185.89,0.121,222.67
VEH-3868,Van,Ford,2022,226,2023-08-17,2023-08-23,6,3,8,Khobar,29.16,4.62,19.33,228.25,0.171,254.57
VEH-3869,Sedan,Mercedes,2021,103,2023-06-10,2023-06-23,13,5,6,Dammam,48.03,3.77,1.37,141.24,0.122,172.24
VEH-3870,Van,Hyundai,2023,247,2023-05-27,2023-05-31,4,5,5,Tabuk,30.59,4.33,18.03,266.64,0.063,263.05
VEH-3871,Sedan,Ford,2022,119,2023-03-11,2023-03-24,13,5,3,Madinah,17.75,3.39,20.91,109.71,0.07,104.58
VEH-3872,SUV,Toyota,2021,180,2023-02-21,2023-03-03,10,1,2,Riyadh,45.45,2.95,11.48,175.56,0.193,227.83
VEH-3873,Luxury,Ford,2020,396,2023-06-29,2023-07-04,5,3,6,Jeddah,31.73,2.57,18.97,421.27,0.23,457.59
VEH-3874,Luxury,Hyundai,2015,578,2023-12-25,2024-01-05,11,0,12,Dammam,36.55,2.23,9.53,588.63,0.391,626.37
VEH-3875,Sedan,Kia,2018,134,2023-02-15,2023-02-27,12,2,2,Jeddah,32.11,0.94,14.18,158.58,0.092,217.64
VEH-3876,SUV,Mercedes,2016,191,2023-10-10,2023-10-17,7,1,10,Madinah,45.81,1.09,12.35,178.33,0.45,220.93
VEH-3877,Economy,Ford,2017,90,2023-01-11,2023-01-13,2,2,1,Dammam,30.7,0.09,27.22,65.87,0.1,89.2
VEH-3878,Luxury,Kia,2022,346,2023-10-20,2023-10-29,9,4,10,Madinah,37.04,3.5,8.88,348.6,0.416,417.8
VEH-3879,Luxury,Nissan,2020,598,2023-06-04,2023-06-10,6,6,6,Riyadh,37.7,10.96,19.86,610.03,0.09,627.97
VEH-3880,Van,Ford,2022,232,2023-05-08,2023-05-17,9,0,5,Madinah,47.05,0.38,29.44,239.82,0.294,265.84
VEH-3881,Van,Toyota,2016,186,2023-06-19,2023-06-21,2,0,6,Tabuk,31.08,4.5,14.49,170.01,0.514,217.62
VEH-3882,Sedan,Kia,2015,117,2023-01-07,2023-01-20,13,5,1,Dammam,20.2,0.25,28.46,145.79,0.193,156.61
VEH-3883,Luxury,Kia,2019,405,2023-05-04,2023-05-13,9,3,5,Dammam,40.45,3.02,23.82,385.04,0.139,417.41
VEH-3884,SUV,Nissan,2015,232,2023-07-23,2023-07-24,1,6,7,Madinah,33.05,6.29,21.32,254.88,0.169,278.54
VEH-3885,SUV,BMW,2021,206,2023-04-21,2023-04-27,6,4,4,Dammam,29.68,0.35,15.01,191.55,0.318,228.88
VEH-3886,Sedan,Mercedes,2023,146,2023-06-24,2023-07-07,13,5,6,Khobar,33.4,2.57,14.04,169.61,0.476,205.73
VEH-3887,SUV,Kia,2015,160,2023-07-10,2023-07-13,3,0,7,Makkah,27.58,5.08,19.0,174.67,0.284,204.83
VEH-3888,Van,BMW,2016,187,2023-02-05,2023-02-16,11,6,2,Madinah,26.41,8.49,10.97,157.97,0.278,206.87
VEH-3889,Economy,Mercedes,2021,114,2023-11-26,2023-11-27,1,6,11,Makkah,38.33,3.75,16.52,86.78,0.172,110.46
VEH-3890,Economy,Hyundai,2016,78,2023-03-04,2023-03-07,3,5,3,Madinah,28.77,7.39,14.62,126.31,0.428,138.19
VEH-3891,Van,Hyundai,2020,227,2023-04-15,2023-04-20,5,5,4,Dammam,26.32,5.45,17.51,247.99,0.501,298.22
VEH-3892,Economy,Mercedes,2017,100,2023-10-20,2023-10-21,1,4,10,Makkah,32.93,2.05,18.75,86.64,0.426,115.96
VEH-3893,Van,Ford,2015,233,2023-04-05,2023-04-16,11,2,4,Makkah,38.29,1.26,8.94,233.08,0.189,272.45
VEH-3894,SUV,Mercedes,2019,166,2023-10-21,2023-10-28,7,5,10,Riyadh,38.74,4.61,17.53,185.84,0.229,205.42
